name,turnover,holding_period_days,concentration_hhi,buy_sell_symmetry,volatility_pref,realized_return_pref,max_drawdown_pref,market_state_exposure,trade_interval_days,ind_交通运输,ind_传媒,ind_公用事业,ind_农林牧渔,ind_医药生物,ind_商贸零售,ind_国防军工,ind_基础化工,ind_家用电器,ind_建筑材料,ind_建筑装饰,ind_房地产,ind_有色金属,ind_机械设备,ind_汽车,ind_煤炭,ind_环保,ind_电力设备,ind_电子,ind_石油石化,ind_社会服务,ind_纺织服饰,ind_综合,ind_美容护理,ind_计算机,ind_轻工制造,ind_通信,ind_钢铁,ind_银行,ind_非银金融,ind_食品饮料
sim_strat_0000,22.283642266483827,15.941263022256067,0.5631969313134642,0.5646280751882086,0.11328978630268517,0.013892031187066788,1.0,0.26569941358885324,1.609969691604069,6.806571570008923e-76,1.5471343885670676e-53,2.5729041971916257e-38,3.4062657640618175e-23,0.24272075993374798,1.8138449807266874e-45,2.3135352433645978e-12,9.631466828485891e-31,3.685821819212885e-135,1.11213949368637e-78,0.0003881140352773905,4.2664301665601716e-11,0.16956080274204885,3.289791421968478e-93,3.227948183186292e-148,1.4475860482619166e-60,1.749041304799836e-52,0.07605517266162781,0.1964284119246709,3.6159638736814206e-107,2.5564197027342486e-136,6.706457703630869e-43,5.120073497588356e-10,5.346698530542946e-57,5.836360768928863e-87,1.2963324117134321e-114,4.396166759844098e-13,1.1971208599523943e-227,0.2390858051414117,0.07576093300379062,6.5606383996796635e-115
sim_strat_0001,14.469720108211277,15.520513746196105,0.06913870948966501,0.47545477111004225,0.10746251028346318,0.01343069361296445,0.5819426203381192,0.4244766051387857,6.302102942510605,0.010537312677977112,0.04450890457972599,0.00023292052252992497,1.3389666933073059e-06,0.10831137574459267,0.011325229614964938,0.0010768284446463303,0.059695784405160594,7.062513970638396e-113,6.50346417774582e-06,0.051906322063105886,0.11944015801861484,0.0026148874498874825,0.010983056133015182,0.12484488213845396,2.3495445357094243e-97,5.093937373033916e-12,0.10649116863227165,0.17892755749818925,2.373240515371606e-05,2.7961789275260565e-06,1.1368862765950623e-05,8.089528907602199e-17,0.009291979930325638,0.11510032718481941,5.997538426879643e-14,0.044654787533435464,2.3660278820652663e-130,1.0777543283278923e-05,5.160535927129539e-29,2.128262019280429e-12
sim_strat_0002,23.2157204856813,10.930592182316902,0.08758799046289532,0.4010708577789461,0.114572050698728,0.11345392475779134,0.5490680025560736,0.04992283703767682,2.036581007092798,1.7854907724805777e-18,0.001158743208292468,0.001690812328326485,0.029010465664201016,0.3959970775825726,7.609670363834049e-06,0.12051058360198441,0.0028191749066719474,0.05435929627043478,0.0038730025565901463,1.6799579698653453e-11,3.991367165874947e-06,0.00017848359207593505,0.08827293000789221,0.07615103953238164,8.172324843232534e-21,1.0198912579058647e-80,4.6921194966725666e-05,0.00019636239421442445,2.3389833878660078e-05,0.036356581330572235,0.0023123571790699413,2.5027453948239976e-50,2.3975218550591934e-05,0.06554745271683168,8.384621743612474e-11,5.899965816459302e-07,0.07074887995217019,1.568390272210089e-06,1.5244233181827748e-11,0.050708711388048264
sim_strat_0003,10.778668004910308,19.484061952555773,0.05559220380514911,0.40354147776377935,0.20491620540599767,0.04768583730795105,0.6401549682171596,0.591424530664893,7.06052739314711,0.2121689737993954,1.0588763764305322e-09,0.015668651201034663,7.627677668186024e-08,0.43191594510710474,1.2366520253225952e-07,0.020533144737798114,0.00013026069918398031,3.36992851594399e-06,0.0016608637950028702,3.581234137714262e-17,0.012444969606847487,0.0006319352029779734,0.026924386244320146,0.047124027294883936,6.890025055199016e-17,1.399007730884709e-06,0.00042779587897446046,0.09895455209282537,1.9628686800216893e-09,1.340377124832914e-10,6.186968902912711e-08,9.859233770355836e-30,4.129850857841634e-68,2.5942490779541328e-09,0.0005085030497243449,0.0019362258044493385,0.0010760568127145748,2.9963791241929658e-58,9.390514085336199e-16,0.1278886721748148
sim_strat_0004,14.227456701021515,22.393446100847452,0.22390384241954409,0.4886153272567983,0.09133452226411409,0.02204591469952067,0.7966238481397334,0.5422967480467618,8.037573662874538,5.780794545597164e-57,7.178076807060605e-15,5.149434059985946e-23,0.7681584746702701,0.1165664250600516,3.383957944566923e-95,1.1132750261915611e-140,0.03086595154622818,1.2749433200353607e-102,3.853431181522877e-34,6.173959943940269e-38,1.0091135246894118e-22,4.678458331609604e-136,5.060020381884854e-22,2.1313764041123373e-08,1.81019067116778e-80,6.89120305252485e-21,6.754059810813522e-25,1.1455726911427476e-25,7.888570137352613e-21,5.561745351469074e-28,5.329855118693867e-43,5.471670334487222e-06,1.4728601518011172e-117,1.3050502394083833e-175,3.154565859432322e-18,2.705135122944865e-51,5.491480329420853e-165,1.1454553806547272e-56,2.308533949861206e-17,0.08440365573934447
sim_strat_0005,5.210426617614348,77.57574535116665,0.18600685273998677,0.45389829780028385,0.20572147281586656,0.14071511002713566,0.26229992867929447,0.7764816824151768,9.469585511746635,7.101918137244322e-14,4.2682552592919755e-06,6.383137538809119e-10,1.952850469679143e-06,3.771390824350601e-198,1.329606680956835e-105,0.6225863805026924,0.0007639958093837958,1.391564951482916e-21,6.3237626354047006e-55,7.135167820893387e-19,8.558788236952905e-12,1.2172323114471767e-105,1.242013750408699e-125,0.22375632228915596,8.44186630675916e-95,1.7806582225035216e-13,3.696910149274079e-101,0.1208061263109646,3.654020490234316e-10,1.312466481875104e-110,0.03153818962853358,9.516204447194833e-45,0.0005362652244712229,6.085377586279972e-14,1.7865031052527213e-109,5.995907811652851e-27,6.498116485001501e-06,2.1609138140892453e-32,1.4751350255194196e-34,3.7254320344206716e-94
sim_strat_0006,14.893375105215062,23.951878788697034,0.11195090596756929,0.539629072267445,0.1503488434745645,-0.027921803508262,0.8345109142232845,-0.29511663084521,3.2927121457003268,0.06226890367264928,0.07567879658766823,1.4780117830832625e-27,2.0663576804139324e-25,0.03215352570851665,0.0029525457371850665,0.001139878287797356,0.0987330104899741,2.2529081469931105e-23,3.2499373880620943e-09,3.755614700988884e-07,2.7914490400793256e-25,0.24156017325069223,0.006322937849932186,7.944494220436342e-53,2.4106596849257952e-18,0.057407107004140555,0.19491355421838288,0.04117382577191504,0.06594043210740134,9.34304246925156e-09,2.525795223281806e-44,0.010913206955644829,0.021035658737355734,0.08642238448127398,2.053308258949531e-08,8.692886864688972e-127,6.821693543569346e-11,0.001383644684370722,5.675429551988114e-09,2.3920817046798538e-11
sim_strat_0007,26.310420059609935,16.05127540833219,0.11009521672185713,0.5757919947278387,0.1665606639996641,-0.040079806158913614,0.8993831307501962,0.3630034054691924,6.221192073389453,1.1880647146247781e-29,7.819692689328102e-05,4.319090160230795e-27,0.0405285044732279,0.497573869629146,1.9031244532279436e-68,2.322713607893414e-19,0.0008227343188406679,1.3996652714166565e-24,4.351199563170309e-47,7.264328501066407e-12,6.821916064028791e-22,0.0015821764885985523,0.3263937381354919,0.00012007953641342984,0.03739950568405679,1.3664809894150505e-49,0.015535423960276958,0.03426607147097042,4.03053034080439e-83,0.00022549268667494213,4.914552303291347e-21,1.0547125102818012e-33,0.0004666720308086466,0.0008568116710705581,8.819011415823107e-57,0.0011423803943796836,6.28146066513817e-35,3.90066565368261e-45,2.2833247481015283e-17,0.043008342585886074
sim_strat_0008,190.0518195747281,0.5763196274230398,0.10685730409859746,0.4713469806838611,0.029898497901845136,-0.006348641274209825,0.8281981684106978,0.19661633061748252,0.2541084258060864,2.6444357872237187e-08,4.996214083449771e-06,0.031100036573692955,4.249753293132312e-11,0.005414329033878771,2.0526799213604476e-05,2.571358261821447e-05,0.0033258424197569517,6.712484586140593e-13,0.021602304476833315,0.009897529377209571,9.875077609970303e-05,0.010376260503417258,0.056204212214523645,6.17363815114792e-05,9.987710375254166e-46,6.639791499051248e-07,0.0018816909983148454,0.0019534734376723084,1.3949685771187849e-21,2.2814994748467938e-10,0.0007064016690682578,9.36496182795743e-42,1.847746996286123e-05,0.002492602121744055,0.00912768576200957,0.0035764035627318127,9.946539004755513e-32,1.5605523626554857e-74,0.8421103359308297,9.951284300788263e-16
sim_strat_0009,12.907144305125788,18.553352273075937,0.16347354719338095,0.5011690205624211,0.14154981240754919,0.03154371494075973,0.9019338161145353,0.8558477343872523,6.790413517787686,1.9916117212912707e-121,8.723949635983144e-51,5.0142029311738e-61,1.5914968314900232e-13,0.006657726889319739,2.363602310870316e-47,1.1159252672725536e-09,0.919630590079667,8.53437024420846e-76,1.2483002558769938e-14,4.263874527538339e-09,1.4412551113503842e-11,0.012006455735958196,1.5867936962470066e-10,9.183939931955823e-30,2.614067210292577e-07,2.0339272819842978e-10,5.434513007333404e-44,1.0436723789632155e-53,0.06144321822700454,3.2444779133542985e-06,4.281601885841088e-28,4.389829337629259e-22,0.0002584974084068953,3.97805262433709e-49,1.2326951098305075e-11,6.572076883127493e-29,6.207995092873649e-12,3.049176183446996e-52,1.8263586091676884e-14,4.858556927595323e-26
